feature_id	logFC	AveExpr	t	P.Value	adj.P.Val	B	pvalue	padj	stat	layer	significant	direction	comparison	reference	contrast	method	protein_label	protein_base	gene	feature_type	mapping_class	mapping_source	include_in_gene_level_concordance	protein_key
ER-alpha-R-V	4.08979106715836	-0.06561210680573	28.3166514143347	7.62065477732425e-115	2.13378333765079e-112	251.570250296388	7.62065477732425e-115	2.13378333765079e-112	28.3166514143347	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	ER-alpha-R-V	ER-alpha	ESR1	total	unique	curated_rppa_dict	TRUE	eralpha
GATA3-M-V	1.832407267621	0.0520705711032182	21.8387838058402	2.28256621644775e-79	3.19559270302685e-77	170.078838311815	2.28256621644775e-79	3.19559270302685e-77	21.8387838058402	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	GATA3-M-V	GATA3	GATA3	total	unique	curated_rppa_dict	TRUE	gata3
Cyclin_E1-M-V	-0.618464571714268	0.125622361731162	-14.7349845152264	1.65682740513412e-42	1.54637224479184e-40	85.4835813261858	1.65682740513412e-42	1.54637224479184e-40	-14.7349845152264	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Cyclin_E1-M-V	Cyclin_E1	CCNE1	total	unique	curated_rppa_dict	TRUE	cycline1
INPP4B-G-C	1.02645739737976	0.0864997423993559	13.852981241579	3.15738817743006e-38	2.21017172420104e-36	75.6921825137031	3.15738817743006e-38	2.21017172420104e-36	13.852981241579	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	INPP4B-G-C	INPP4B	INPP4B	total	unique	curated_rppa_dict	TRUE	inpp4b
ASNS-R-V	-0.694579515488047	0.0941374703175039	-13.5223783614148	8.17002371725909e-37	4.57521328166509e-35	72.4395829971798	8.17002371725909e-37	4.57521328166509e-35	-13.5223783614148	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	ASNS-R-V	ASNS	ASNS	total	unique	curated_rppa_dict	TRUE	asns
AR-R-V	1.00926708276736	0.0753888055545526	13.2363133780191	1.6489409651331e-35	7.69505783728782e-34	69.4510786745587	1.6489409651331e-35	7.69505783728782e-34	13.2363133780191	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	AR-R-V	AR	AR	total	unique	curated_rppa_dict	TRUE	ar
Bcl-2-M-V	1.03370655291695	0.262505375820644	13.1449787032993	4.2716046931686e-35	1.70864187726744e-33	68.5045330579873	4.2716046931686e-35	1.70864187726744e-33	13.1449787032993	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Bcl-2-M-V	Bcl-2	BCL2	total	unique	curated_rppa_dict	TRUE	bcl2
FoxM1-R-V	-0.649977314531288	0.121540512399922	-12.695019615595	4.39799440984968e-33	1.53929804344739e-31	63.8970909248281	4.39799440984968e-33	1.53929804344739e-31	-12.695019615595	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	FoxM1-R-V	FoxM1	FOXM1	total	unique	curated_rppa_dict	TRUE	foxm1
PR-R-V	2.08684621499903	0.840080618923469	12.3719142963611	1.15655382664069e-31	3.59816746065993e-30	60.6477119367492	1.15655382664069e-31	3.59816746065993e-30	12.3719142963611	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	PR-R-V	PR	PGR	total	unique	curated_rppa_dict	TRUE	pr
PREX1-R-E	0.898135872799324	0.19573328114011	12.2277071169614	4.89569895042816e-31	1.37079570611988e-29	59.2139868154657	4.89569895042816e-31	1.37079570611988e-29	12.2277071169614	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	PREX1-R-E	PREX1	PREX1	total	unique	curated_rppa_dict	TRUE	prex1
ER-alpha_pS118-R-V	0.609936408620265	0.0560833440074568	12.0147698166711	4.04512168140897e-30	1.02966733708592e-28	57.1160734703126	4.04512168140897e-30	1.02966733708592e-28	12.0147698166711	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	ER-alpha_pS118-R-V	ER-alpha_pS118		phospho	unmapped		FALSE	eralphaps118
P-Cadherin-R-C	-0.376136336295797	0.0516563705992935	-11.1373228819977	1.89759175619212e-26	4.42771409778162e-25	48.7231587358885	1.89759175619212e-26	4.42771409778162e-25	-11.1373228819977	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	P-Cadherin-R-C	P-Cadherin	CDH3	total	unique	curated_rppa_dict	TRUE	pcadherin
JNK2-R-C	0.335202468227647	0.0500003741267661	10.6378257235839	1.93261563178824e-24	4.16255674539006e-23	44.1369274188428	1.93261563178824e-24	4.16255674539006e-23	10.6378257235839	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	JNK2-R-C	JNK2	MAPK9	total	unique	curated_rppa_dict	TRUE	jnk2
MSH6-R-C	-0.584781675184533	0.0797336744076	-10.4172649398271	1.52938036788883e-23	3.05876073577766e-22	42.0986391407453	1.52938036788883e-23	3.05876073577766e-22	-10.4172649398271	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	MSH6-R-C	MSH6	MSH6	total	unique	curated_rppa_dict	TRUE	msh6
PDK1-R-V	0.232370748855167	-0.00268275371232339	10.1093648143679	2.19570828992295e-22	4.09865547452284e-21	39.44598447352	2.19570828992295e-22	4.09865547452284e-21	10.1093648143679	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	PDK1-R-V	PDK1	PDPK1	total	unique	curated_rppa_dict	TRUE	pdk1
IGFBP2-R-V	0.858317399774006	0.265948546355181	9.87905722487644	1.63786245908678e-21	2.86625930340187e-20	37.4556136969254	1.63786245908678e-21	2.86625930340187e-20	9.87905722487644	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	IGFBP2-R-V	IGFBP2	IGFBP2	total	unique	curated_rppa_dict	TRUE	igfbp2
PDK1_pS241-R-V	0.288514021726067	-0.00198486779945055	9.82136632106535	2.69548470933426e-21	4.33971548446535e-20	36.9622986099703	2.69548470933426e-21	4.33971548446535e-20	9.82136632106535	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	PDK1_pS241-R-V	PDK1_pS241		phospho	unmapped		FALSE	pdk1ps241
EGFR-R-V	-0.368510548392968	0.1155260706948	-9.82261385121523	2.82901940473786e-21	4.33971548446535e-20	36.9268837796089	2.82901940473786e-21	4.33971548446535e-20	-9.82261385121523	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	EGFR-R-V	EGFR	EGFR	total	unique	curated_rppa_dict	TRUE	egfr
INPP4B-G-E	1.49911760737777	0.0721745052894737	10.7102959268688	2.9448069358872e-21	4.33971548446535e-20	37.5255254137069	2.9448069358872e-21	4.33971548446535e-20	10.7102959268688	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	INPP4B-G-E	INPP4B	INPP4B	total	unique	curated_rppa_dict	TRUE	inpp4b
Cyclin_B1-R-V	-0.804793942510139	0.0310901727994506	-9.69391073637427	8.04273350606237e-21	1.12598269084873e-19	35.8799945050965	8.04273350606237e-21	1.12598269084873e-19	-9.69391073637427	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Cyclin_B1-R-V	Cyclin_B1	CCNB1	total	unique	curated_rppa_dict	TRUE	cyclinb1
Caspase-7_cleavedD198-R-C	-0.660733310435102	0.153036342673862	-9.38079984303033	1.12864257823431e-19	1.50485677097908e-18	33.2660810821192	1.12864257823431e-19	1.50485677097908e-18	-9.38079984303033	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Caspase-7_cleavedD198-R-C	Caspase-7_cleavedD198		modified	unmapped		FALSE	caspase7cleavedd198
p27_pT198-R-V	-0.21636453490168	0.0210966016416798	-9.18058022782475	5.90961074026458e-19	7.52132276033674e-18	31.6286934511572	5.90961074026458e-19	7.52132276033674e-18	-9.18058022782475	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	p27_pT198-R-V	p27_pT198		phospho	unmapped		FALSE	p27pt198
DJ-1-R-V	0.329139237209242	0.106234288175432	8.95308087692424	3.75375669999099e-18	4.56979076520642e-17	29.8011710053252	3.75375669999099e-18	4.56979076520642e-17	8.95308087692424	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	DJ-1-R-V	DJ-1	PARK7	total	unique	curated_rppa_dict	TRUE	dj1
Smad3-R-V	0.190617613516169	0.0192009140239404	8.7114204010728	2.57438213945888e-17	3.00344582936869e-16	27.8990108561647	2.57438213945888e-17	3.00344582936869e-16	8.7114204010728	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Smad3-R-V	Smad3	SMAD3	total	unique	curated_rppa_dict	TRUE	smad3
p53-R-V	-0.430669436807484	-0.123241435804348	-8.5217625853906	1.18912729990244e-16	1.33182257589073e-15	26.4041091604294	1.18912729990244e-16	1.33182257589073e-15	-8.5217625853906	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	p53-R-V	p53	TP53	total	unique	curated_rppa_dict	TRUE	p53
Syk-M-V	-0.488758217087987	0.0883688541220565	-8.34975828122168	4.25905011730047e-16	4.58666935709281e-15	25.129284648361	4.25905011730047e-16	4.58666935709281e-15	-8.34975828122168	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Syk-M-V	Syk	SYK	total	unique	curated_rppa_dict	TRUE	syk
p16_INK4a-R-V	-0.628500991391513	0.171228087544348	-8.21691764691336	1.1664469337061e-15	1.20964867199151e-14	24.1355778059321	1.1664469337061e-15	1.20964867199151e-14	-8.21691764691336	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	p16_INK4a-R-V	p16_INK4a	CDKN2A	total	unique	curated_rppa_dict	TRUE	p16ink4a
Notch1-R-V	-0.194083575073424	0.0773827038253532	-8.17317087211419	1.62091293751764e-15	1.62091293751764e-14	23.811149916982	1.62091293751764e-15	1.62091293751764e-14	-8.17317087211419	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Notch1-R-V	Notch1	NOTCH1	total	unique	curated_rppa_dict	TRUE	notch1
Caveolin-1-R-V	0.890385112368558	0.166371747941523	8.1508357139111	1.91639569255189e-15	1.8503130824639e-14	23.6460524491185	1.91639569255189e-15	1.8503130824639e-14	8.1508357139111	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Caveolin-1-R-V	Caveolin-1	CAV1	total	unique	curated_rppa_dict	TRUE	caveolin1
Bim-R-V	0.394862257922875	0.0676102597209576	8.14448221567406	2.00976061937192e-15	1.87577657808046e-14	23.5991554650542	2.00976061937192e-15	1.87577657808046e-14	8.14448221567406	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Bim-R-V	Bim	BCL2L11	total	unique	curated_rppa_dict	TRUE	bim
Chk2_pT68-R-C	-0.381410280160032	-0.151706709123188	-8.13884002991321	2.18182688447475e-15	1.97068234726752e-14	23.5339994226405	2.18182688447475e-15	1.97068234726752e-14	-8.13884002991321	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Chk2_pT68-R-C	Chk2_pT68		phospho	unmapped		FALSE	chk2pt68
MSH2-M-V	-0.320101456537091	0.0186905542828	-7.98210090596114	6.90046410830423e-15	6.0379060947662e-14	22.3957135211842	6.90046410830423e-15	6.0379060947662e-14	-7.98210090596114	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	MSH2-M-V	MSH2	MSH2	total	unique	curated_rppa_dict	TRUE	msh2
Cyclin_D1-R-V	0.322561710994392	0.0668306926589482	7.79370958192313	2.65445213289999e-14	2.25226241579393e-13	21.0564364466665	2.65445213289999e-14	2.25226241579393e-13	7.79370958192313	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Cyclin_D1-R-V	Cyclin_D1	CCND1	total	unique	curated_rppa_dict	TRUE	cyclind1
4E-BP1_pS65-R-V	-0.208388477068819	0.0240762059470173	-7.58495980728469	1.18124738250499e-13	9.72791962062933e-13	19.58712266685	1.18124738250499e-13	9.72791962062933e-13	-7.58495980728469	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	4E-BP1_pS65-R-V	4E-BP1_pS65		phospho	unmapped		FALSE	4ebp1ps65
NDRG1_pT346-R-V	-0.584177591258654	0.273998286590659	-7.46509872457629	2.74305540364198e-13	2.19444432291359e-12	18.7585070339877	2.74305540364198e-13	2.19444432291359e-12	-7.46509872457629	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	NDRG1_pT346-R-V	NDRG1_pT346		phospho	unmapped		FALSE	ndrg1pt346
Annexin_VII-M-V	0.175631512534674	0.0310988749148352	7.1636383519546	2.17571159514259e-12	1.69222012955535e-11	16.7236897583339	2.17571159514259e-12	1.69222012955535e-11	7.1636383519546	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Annexin_VII-M-V	Annexin_VII	ANXA7	total	unique	curated_rppa_dict	TRUE	annexinvii
S6-R-E	-0.340018282705776	-0.102179137677002	-7.15286444865682	2.33983678382927e-12	1.7706872958708e-11	16.6522836981648	2.33983678382927e-12	1.7706872958708e-11	-7.15286444865682	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	S6-R-E	S6	RPS6	total	unique	curated_rppa_dict	TRUE	s6
TSC1-R-C	-0.474345196386428	0.0344937113065149	-7.09642536049802	3.41983545317673e-12	2.51987875497233e-11	16.2797196660312	3.41983545317673e-12	2.51987875497233e-11	-7.09642536049802	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	TSC1-R-C	TSC1	TSC1	total	unique	curated_rppa_dict	TRUE	tsc1
Chk2-M-V	-0.292656010116972	0.0232206299532967	-7.07345418489019	3.98825168054451e-12	2.86336018090375e-11	16.1288041094041	3.98825168054451e-12	2.86336018090375e-11	-7.07345418489019	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Chk2-M-V	Chk2	CHEK2	total	unique	curated_rppa_dict	TRUE	chk2
HER3-R-V	0.432479671981505	0.08249573849	7.13960088694851	5.42855819074147e-12	3.79999073351903e-11	16.1221979240305	5.42855819074147e-12	3.79999073351903e-11	7.13960088694851	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	HER3-R-V	HER3	ERBB3	total	unique	curated_rppa_dict	TRUE	her3
VEGFR2-R-C	0.42336131212379	0.0075378869154589	6.97395559298153	7.90229222342097e-12	5.39668737209237e-11	15.4735650778748	7.90229222342097e-12	5.39668737209237e-11	6.97395559298153	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	VEGFR2-R-C	VEGFR2	KDR	total	unique	curated_rppa_dict	TRUE	vegfr2
FASN-R-V	0.752042158936843	0.130619595939953	6.95656631610328	8.66615618837439e-12	5.77743745891626e-11	15.3673665642912	8.66615618837439e-12	5.77743745891626e-11	6.95656631610328	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	FASN-R-V	FASN	FASN	total	unique	curated_rppa_dict	TRUE	fasn
CDK1-R-V	-0.194324930684078	-0.0110867661927001	-6.93228098308	1.01689058507668e-11	6.62161311212723e-11	15.2105315774064	1.01689058507668e-11	6.62161311212723e-11	-6.93228098308	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	CDK1-R-V	CDK1	CDK1	total	unique	curated_rppa_dict	TRUE	cdk1
CDK1_pY15-R-C	-0.261609170640436	-0.080212225939168	-6.82742085838543	2.01763045508467e-11	1.2839466532357e-10	14.538767294223	2.01763045508467e-11	1.2839466532357e-10	-6.82742085838543	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	CDK1_pY15-R-C	CDK1_pY15		phospho	unmapped		FALSE	cdk1py15
IRS1-R-V	0.206658605710815	0.0443336387452904	6.78877561574248	2.59157509556995e-11	1.6125356150213e-10	14.2934237242322	2.59157509556995e-11	1.6125356150213e-10	6.78877561574248	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	IRS1-R-V	IRS1	IRS1	total	unique	curated_rppa_dict	TRUE	irs1
eEF2-R-V	-0.153397862657887	-0.0181537852624799	-6.65386847512223	6.27048797184125e-11	3.81681876546859e-10	13.4435760185157	6.27048797184125e-11	3.81681876546859e-10	-6.65386847512223	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	eEF2-R-V	eEF2	EEF2	total	unique	curated_rppa_dict	TRUE	eef2
RBM15-R-V	-0.444896697285624	-0.0911305432986656	-6.53653431136674	1.29010463894959e-10	7.68572976395499e-10	12.7217779618212	1.29010463894959e-10	7.68572976395499e-10	-6.53653431136674	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	RBM15-R-V	RBM15	RBM15	total	unique	curated_rppa_dict	TRUE	rbm15
eEF2K-R-V	0.279759495892906	-0.0136545493685243	6.52985120098851	1.34522577285686e-10	7.84715034166504e-10	12.6808429364204	1.34522577285686e-10	7.84715034166504e-10	6.52985120098851	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	eEF2K-R-V	eEF2K	EEF2K	total	unique	curated_rppa_dict	TRUE	eef2k
EGFR-R-C	-0.273661337608319	0.0486671709315789	-6.77976655703646	1.46598925514572e-10	8.37708145797554e-10	13.210183910609	1.46598925514572e-10	8.37708145797554e-10	-6.77976655703646	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	EGFR-R-C	EGFR	EGFR	total	unique	curated_rppa_dict	TRUE	egfr
Snail-M-E	-0.161977516636628	-0.0117135640412088	-6.45164669436792	2.18911361834616e-10	1.22590362627385e-09	12.2045544029251	2.18911361834616e-10	1.22590362627385e-09	-6.45164669436792	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Snail-M-E	Snail	SNAI1	total	unique	curated_rppa_dict	TRUE	snail
PARP1-R-V	-0.608711099758445	-0.172617422259828	-6.41104224982599	4.00315499498308e-10	2.1978105854809e-09	11.8467606744168	4.00315499498308e-10	2.1978105854809e-09	-6.41104224982599	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	PARP1-R-V	PARP1	PARP1	total	unique	curated_rppa_dict	TRUE	parp1
Caspase-3-R-C	-0.279066333864543	-0.146657699883438	-6.18555921532501	1.10612351508013e-09	5.9499261944987e-09	10.6218772984966	1.10612351508013e-09	5.9499261944987e-09	-6.18555921532501	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Caspase-3-R-C	Caspase-3	CASP3	total	unique	curated_rppa_dict	TRUE	caspase3
Lck-R-V	-0.28470155462594	0.132920017947802	-6.18254551108148	1.12623602967297e-09	5.9499261944987e-09	10.6042894784374	1.12623602967297e-09	5.9499261944987e-09	-6.18254551108148	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Lck-R-V	Lck	LCK	total	unique	curated_rppa_dict	TRUE	lck
Rad50-M-C	0.145487682938503	0.0163302618695652	6.15773366876252	1.32456814451728e-09	6.86813111971922e-09	10.4615856201887	1.32456814451728e-09	6.86813111971922e-09	6.15773366876252	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Rad50-M-C	Rad50	RAD50	total	unique	curated_rppa_dict	TRUE	rad50
p27-R-V	0.229590608166912	0.0376935378779435	6.06089193008123	2.31659383925739e-09	1.17935686362194e-08	9.90068585425057	2.31659383925739e-09	1.17935686362194e-08	6.06089193008123	RPPA	TRUE	ER_positive_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	p27-R-V	p27	CDKN1B	total	unique	curated_rppa_dict	TRUE	p27
p27_pT157-R-C	-0.112943657881897	-0.0384975054831241	-6.00415219599234	3.22955037153786e-09	1.61477518576893e-08	9.5767816603948	3.22955037153786e-09	1.61477518576893e-08	-6.00415219599234	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	p27_pT157-R-C	p27_pT157		phospho	unmapped		FALSE	p27pt157
Stathmin-R-V	-0.173064626346841	-0.00642800985753532	-5.99383681601105	3.42966393528631e-09	1.68474719628099e-08	9.51818743325292	3.42966393528631e-09	1.68474719628099e-08	-5.99383681601105	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Stathmin-R-V	Stathmin	STMN1	total	unique	curated_rppa_dict	TRUE	stathmin
Chk1_pS345-R-C	-0.129287630349612	-0.045232712650314	-5.97807862890932	3.75893048788641e-09	1.81465609760034e-08	9.42885032677173	3.75893048788641e-09	1.81465609760034e-08	-5.97807862890932	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Chk1_pS345-R-C	Chk1_pS345		phospho	unmapped		FALSE	chk1ps345
p38_MAPK-R-C	0.156516673364469	0.0247341920829308	5.95731609359251	4.29344434323152e-09	2.03756680695733e-08	9.31487775742031	4.29344434323152e-09	2.03756680695733e-08	5.95731609359251	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	p38_MAPK-R-C	p38_MAPK		total	ambiguous_or_pan	curated_ambiguous_or_pan	FALSE	p38mapk
PRAS40_pT246-R-V	-0.142786158885537	-0.0302390098010204	-5.84389568125062	8.13731735849864e-09	3.79741476729936e-08	8.67666836074379	8.13731735849864e-09	3.79741476729936e-08	-5.84389568125062	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	PRAS40_pT246-R-V	PRAS40_pT246		phospho	unmapped		FALSE	pras40pt246
Src_pY416-R-C	-0.24388591418715	-0.1234118556354	-5.75027857089588	1.38252259915296e-08	6.34600537316111e-08	8.1609708514791	1.38252259915296e-08	6.34600537316111e-08	-5.75027857089588	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Src_pY416-R-C	Src_pY416		phospho	unmapped		FALSE	srcpy416
Chk1_pS296-R-V	-0.199521752048528	-0.0933265288763737	-5.68758743304496	1.96361290859382e-08	8.86792926461727e-08	7.81982877337325	1.96361290859382e-08	8.86792926461727e-08	-5.68758743304496	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Chk1_pS296-R-V	Chk1_pS296		phospho	unmapped		FALSE	chk1ps296
Chk2_pT68-R-E	-0.235705823207134	-0.0142448230736842	-5.84116310878344	2.20341896756815e-08	9.7929731891918e-08	8.31013064330903	2.20341896756815e-08	9.7929731891918e-08	-5.84116310878344	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	Chk2_pT68-R-E	Chk2_pT68		phospho	unmapped		FALSE	chk2pt68
YB-1_pS102-R-V	-0.164842236519328	-0.0139835824022763	-5.44319444468008	7.47318046385385e-08	3.26951645293606e-07	6.52230483028508	7.47318046385385e-08	3.26951645293606e-07	-5.44319444468008	RPPA	FALSE	not_significant	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	YB-1_pS102-R-V	YB-1_pS102		phospho	unmapped		FALSE	yb1ps102
c-Kit-R-V	-0.456592298781395	0.231816747375589	-5.43650885203708	7.74602111504422e-08	3.33674755724982e-07	6.4875378896886	7.74602111504422e-08	3.33674755724982e-07	-5.43650885203708	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	c-Kit-R-V	c-Kit	KIT	total	unique	curated_rppa_dict	TRUE	ckit
GATA6-R-E	-0.226616693198929	-0.0961924669352433	-5.39368854079796	9.73723189665377e-08	4.13094686524705e-07	6.26578434553986	9.73723189665377e-08	4.13094686524705e-07	-5.39368854079796	RPPA	TRUE	ER_negative_up	ER_positive_vs_ER_negative	ER_negative	ER_positive - ER_negative	limma_robust_on_rppa_matrix	GATA6-R-E	GATA6	GATA6	total	unique	curated_rppa_dict	TRUE	gata6
